9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-04-17 16:24:56|2020-04-17 16:24:00|2020-04-17 16:22:22
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, атм;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
17.04.2020 16:25:28;0;0;0;0;0;0;0;0;0;-1;29,6;28,9;39,4;18,5;59,5;-0,01305555;0,003888889;-0,01194444;
