9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-06-17 15:13:09|2020-06-17 15:11:40|2020-06-17 14:59:24
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, кПа;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
17.06.2020 15:13:10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:11;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;471837132|Опрессовка 20|False;
17.06.2020 15:13:12;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:13;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:14;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:15;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:16;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:17;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:18;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:19;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:20;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:21;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:22;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:23;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;471837132|Опрессовка 20|True;1481000003|Опрессовка 21|False;
17.06.2020 15:13:24;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:25;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:26;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;1481000003|Опрессовка 21|True;1110991716|Опрессовка 20|False;
17.06.2020 15:13:27;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
17.06.2020 15:13:28;0;10;0;0;-2,498471;0;0;0;0;0;0;0;0;0;0;0;0;0;
