9876543210|789|ХМАО|Таграс|Петров А.В.|123-456789|2020-06-03 21:17:57|2020-06-03 21:16:43|2020-06-03 21:13:15
Время;Расход (турбина), м3/мин;Объем (турбина), м3;Расход э/м, м3/мин;Объем э/м, м3;Давление 1, кПа;Давление 2, атм;Давление затруба, атм;Температура, C;Плотность, кг/м3;Концентрация НД1, %;Объем НД1, л;Концентрация НД2, %;Объем НД2, л;Концентрация ДШ, %;Масса ДШ, кг;Расход НД1, л/ч;Расход НД2, л/ч;Расход ДШ, кг/ч;Этап;Метка
03.06.2020 21:17:58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
03.06.2020 21:17:59;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;1816373966|Опрессовка 20|False;
03.06.2020 21:18:00;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:01;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:02;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:03;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:04;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:05;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;1816373966|Опрессовка 20|True;958962440|Опрессовка 21|False;
03.06.2020 21:18:06;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:07;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:08;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:09;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:10;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:11;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
03.06.2020 21:18:12;0,1;0;0;0;0;0;0,09678411;0;-3,228028E-31;0;0;0;0;0;0;0;0;0;
